motif_count,hourglass_type,signature,fanin_sig,fanout_sig,n_FWD,n_BWD,n_LAT,n_waist,n_waist_active,n_waist_eff,n_periphery,compression,bottleneck_area,bottleneck_level,k_in,k_out,structure_str,fan_in_0_area,fan_in_0_level,fan_in_1_area,fan_in_1_level,fan_out_0_area,fan_out_0_level,fan_out_1_area,fan_out_1_level
22493704,mixed,FWD->BWD,FWD,BWD,2,2,0,2764,2,1.077,3178,1.15,MB,3,2,2,"[ALL2, AL.LHL2] -> MBL3 -> [AL.MBL2, MBL2]",AL,2,AL.LH,2,AL.MB,2,MB,2
22295836,mixed,mix->mix,mix,mix,1,1,2,2764,3,1.544,2241,0.811,MB,3,2,2,"[INP.VLNPL3, MBL2] -> MBL3 -> [MB.SNPL2, MB.SNPL3]",INP.VLNP,3,MB,2,MB.SNP,2,MB.SNP,3
22261968,mixed,LAT->mix,LAT,mix,0,1,3,2764,2,1.72,2333,0.844,MB,3,2,2,"[INPL3, MB.VLNPL3] -> MBL3 -> [INP.MBL3, MBL2]",INP,3,MB.VLNP,3,INP.MB,3,MB,2
22243040,mixed,LAT->mix,LAT,mix,0,1,3,2764,2,1.719,2333,0.844,MB,3,2,2,"[INPL3, INP.MBL3] -> MBL3 -> [MBL2, MB.VLNPL3]",INP,3,INP.MB,3,MB,2,MB.VLNP,3
22222563,mixed,mix->LAT,mix,LAT,1,0,3,214,66,6.91,4714,22.028,AL.LH,2,2,2,"[ALL1, ALL2] -> AL.LHL2 -> [LHL2, MBL2]",AL,1,AL,2,LH,2,MB,2
22151354,mixed,FWD->BWD,FWD,BWD,2,2,0,2764,2,1.641,2288,0.828,MB,3,2,2,"[AL.LHL2, MBL2] -> MBL3 -> [AL.MBL2, MB.VLNPL2]",AL.LH,2,MB,2,AL.MB,2,MB.VLNP,2
22133832,mixed,FWD->mix,FWD,mix,2,1,1,2764,2,1.101,3154,1.141,MB,3,2,2,"[ALL2, AL.MBL2] -> MBL3 -> [INP.VLNPL3, MBL2]",AL,2,AL.MB,2,INP.VLNP,3,MB,2
22127760,mixed,mix->LAT,mix,LAT,1,0,3,2764,2,1.705,2333,0.844,MB,3,2,2,"[INPL3, MBL2] -> MBL3 -> [INP.MBL3, MB.VLNPL3]",INP,3,MB,2,INP.MB,3,MB.VLNP,3
22120728,mixed,FWD->BWD,FWD,BWD,2,2,0,2764,2,1.64,2288,0.828,MB,3,2,2,"[AL.LHL2, MB.VLNPL2] -> MBL3 -> [AL.MBL2, MBL2]",AL.LH,2,MB.VLNP,2,AL.MB,2,MB,2
22104715,mixed,mix->mix,mix,mix,0,2,2,187,7,2.167,50924,272.321,OL.VMNP,2,2,2,"[GNGL3, GNG.VMNPL2] -> OL.VMNPL2 -> [OLL1, OLL2]",GNG,3,GNG.VMNP,2,OL,1,OL,2
22092175,mixed,mix->mix,mix,mix,0,2,2,187,7,2.549,51512,275.465,OL.VMNP,2,2,2,"[GNGL2, VLNPL3] -> OL.VMNPL2 -> [OLL1, OLL2]",GNG,2,VLNP,3,OL,1,OL,2
22072777,mixed,BWD->mix,BWD,mix,0,3,1,187,7,2.376,50791,271.61,OL.VMNP,2,2,2,"[GNG.VMNPL3, VLNPL3] -> OL.VMNPL2 -> [OLL1, OLL2]",GNG.VMNP,3,VLNP,3,OL,1,OL,2
22004562,mixed,LAT->BWD,LAT,BWD,0,2,2,2764,6,1.317,3938,1.425,MB,3,2,2,"[INP.MBL3, SNPL3] -> MBL3 -> [INP.MBL2, MBL2]",INP.MB,3,SNP,3,INP.MB,2,MB,2
21898550,mixed,LAT->FWD,LAT,FWD,2,0,2,145,39,6.631,4470,30.828,AL.MB,2,2,2,"[ALL2, AL.LHL2] -> AL.MBL2 -> [LHL3, MBL3]",AL,2,AL.LH,2,LH,3,MB,3
21760058,mixed,BWD->mix,BWD,mix,1,2,1,26,8,1.993,50866,1956.385,OL.VMNP,1,2,2,"[GNGL2, GNG.VMNPL2] -> OL.VMNPL1 -> [OLL1, OLL2]",GNG,2,GNG.VMNP,2,OL,1,OL,2
21727566,mixed,FWD->mix,FWD,mix,2,1,1,2764,2,1.1,3154,1.141,MB,3,2,2,"[ALL2, MBL2] -> MBL3 -> [AL.MBL2, INP.VLNPL3]",AL,2,MB,2,AL.MB,2,INP.VLNP,3
21655920,mixed,mix->BWD,mix,BWD,1,2,1,2764,2,1.034,3092,1.119,MB,3,2,2,"[ALL2, INP.VLNPL3] -> MBL3 -> [INP.MBL2, MBL2]",AL,2,INP.VLNP,3,INP.MB,2,MB,2
21596140,mixed,mix->mix,mix,mix,1,1,2,2764,2,2.0,2200,0.796,MB,3,2,2,"[INP.MBL3, MBL2] -> MBL3 -> [MB.SNPL3, MB.VLNPL2]",INP.MB,3,MB,2,MB.SNP,3,MB.VLNP,2
21556444,mixed,mix->mix,mix,mix,1,1,2,2764,3,2.0,2200,0.796,MB,3,2,2,"[INP.MBL3, MB.VLNPL2] -> MBL3 -> [MBL2, MB.SNPL3]",INP.MB,3,MB.VLNP,2,MB,2,MB.SNP,3
21555854,mixed,mix->mix,mix,mix,1,1,2,2764,6,1.325,3938,1.425,MB,3,2,2,"[MBL2, SNPL3] -> MBL3 -> [INP.MBL2, INP.MBL3]",MB,2,SNP,3,INP.MB,2,INP.MB,3
21531218,mixed,mix->mix,mix,mix,1,1,2,2764,6,1.324,3938,1.425,MB,3,2,2,"[INP.MBL2, SNPL3] -> MBL3 -> [INP.MBL3, MBL2]",INP.MB,2,SNP,3,INP.MB,3,MB,2
21326188,mixed,FWD->LAT,FWD,LAT,2,0,2,2764,2,2.0,2200,0.796,MB,3,2,2,"[MBL2, MB.VLNPL2] -> MBL3 -> [INP.MBL3, MB.SNPL3]",MB,2,MB.VLNP,2,INP.MB,3,MB.SNP,3
21324657,mixed,mix->mix,mix,mix,1,1,2,2764,3,1.697,2241,0.811,MB,3,2,2,"[INP.VLNPL3, MB.SNPL2] -> MBL3 -> [MBL2, MB.SNPL3]",INP.VLNP,3,MB.SNP,2,MB,2,MB.SNP,3
21260618,mixed,mix->FWD,mix,FWD,3,1,0,214,74,10.988,5323,24.874,AL.LH,2,2,2,"[ALL1, ALL3] -> AL.LHL2 -> [LH.SNPL3, MBL3]",AL,1,AL,3,LH.SNP,3,MB,3
21172716,mixed,mix->mix,mix,mix,0,2,2,187,8,2.039,50531,270.219,OL.VMNP,2,2,2,"[GNG.VMNPL3, OL.VLNPL2] -> OL.VMNPL2 -> [OLL1, OLL2]",GNG.VMNP,3,OL.VLNP,2,OL,1,OL,2
21147228,mixed,FWD->mix,FWD,mix,2,1,1,2764,110,1.482,2265,0.819,MB,3,2,2,"[AL.LHL2, MBL2] -> MBL3 -> [MB.SNPL2, MB.SNPL3]",AL.LH,2,MB,2,MB.SNP,2,MB.SNP,3
21128436,mixed,FWD->BWD,FWD,BWD,2,2,0,2764,3,1.03,3116,1.127,MB,3,2,2,"[ALL2, AL.LHL2] -> MBL3 -> [INP.MBL2, MBL2]",AL,2,AL.LH,2,INP.MB,2,MB,2
21089042,mixed,mix->mix,mix,mix,0,2,2,187,6,3.353,50168,268.278,OL.VMNP,2,2,2,"[LX.VMNPL2, VLNP.VMNPL3] -> OL.VMNPL2 -> [OLL1, OLL2]",LX.VMNP,2,VLNP.VMNP,3,OL,1,OL,2
21087238,mixed,mix->mix,mix,mix,1,1,2,187,4,3.353,50031,267.545,OL.VMNP,2,2,2,"[GNG.VLNPL1, LX.VMNPL2] -> OL.VMNPL2 -> [OLL1, OLL2]",GNG.VLNP,1,LX.VMNP,2,OL,1,OL,2
21079177,mixed,mix->mix,mix,mix,1,1,2,145,114,15.725,3439,23.717,AL.MB,2,2,2,"[ALL2, ALL3] -> AL.MBL2 -> [LHL3, MBL2]",AL,2,AL,3,LH,3,MB,2
21078460,mixed,mix->mix,mix,mix,1,1,2,26,7,1.431,50430,1939.615,OL.VMNP,1,2,2,"[GNG.VLNPL1, VMNPL2] -> OL.VMNPL1 -> [OLL1, OLL2]",GNG.VLNP,1,VMNP,2,OL,1,OL,2
20967388,mixed,BWD->mix,BWD,mix,1,2,1,145,76,8.5,5295,36.517,AL.MB,2,2,2,"[ALL3, LHL3] -> AL.MBL2 -> [MBL2, MBL3]",AL,3,LH,3,MB,2,MB,3
20957943,mixed,mix->mix,mix,mix,0,2,2,187,17,2.383,50808,271.701,OL.VMNP,2,2,2,"[GNG.VMNPL2, VLNPL3] -> OL.VMNPL2 -> [OLL1, OLL2]",GNG.VMNP,2,VLNP,3,OL,1,OL,2
20873161,mixed,mix->mix,mix,mix,1,1,2,187,5,3.925,50087,267.845,OL.VMNP,2,2,2,"[GNG.VLNPL2, VMNPL1] -> OL.VMNPL2 -> [OLL1, OLL2]",GNG.VLNP,2,VMNP,1,OL,1,OL,2
20870568,mixed,mix->mix,mix,mix,2,1,1,38835,692,5.761,44754,1.152,OL,2,2,2,"[OLL1, OLL3] -> OLL2 -> [OL.VLNPL2, OL.VLNPL3]",OL,1,OL,3,OL.VLNP,2,OL.VLNP,3
20869741,mixed,FWD->mix,FWD,mix,2,1,1,187,4,3.924,50079,267.802,OL.VMNP,2,2,2,"[VLNP.VMNPL1, VMNPL1] -> OL.VMNPL2 -> [OLL1, OLL2]",VLNP.VMNP,1,VMNP,1,OL,1,OL,2
20766345,mixed,mix->BWD,mix,BWD,1,2,1,2764,2,1.103,2286,0.827,MB,3,2,2,"[AL.MBL2, INP.VLNPL3] -> MBL3 -> [INP.VLNPL2, MBL2]",AL.MB,2,INP.VLNP,3,INP.VLNP,2,MB,2
20663780,mixed,mix->mix,mix,mix,0,2,2,187,7,2.16,51628,276.086,OL.VMNP,2,2,2,"[GNGL2, GNGL3] -> OL.VMNPL2 -> [OLL1, OLL2]",GNG,2,GNG,3,OL,1,OL,2
20651316,mixed,FWD->LAT,FWD,LAT,2,0,2,2764,2,1.756,2241,0.811,MB,3,2,2,"[MBL2, MB.SNPL2] -> MBL3 -> [INP.VLNPL3, MB.SNPL3]",MB,2,MB.SNP,2,INP.VLNP,3,MB.SNP,3
