signature,n_pattern,massa
mix->mix,1688703,36068265171.0
LAT->mix,515228,6058607360.0
mix->FWD,512205,4700383710.0
mix->LAT,503700,3989740428.0
BWD->mix,371786,1886607859.0
FWD->mix,259871,13436282691.0
mix->BWD,196342,12593307983.0
BWD->FWD,154975,136402533.0
LAT->LAT,154832,160039253.0
LAT->FWD,145087,348576514.0
FWD->LAT,136428,4537158853.0
BWD->LAT,90025,71856468.0
LAT->BWD,86809,4660998022.0
FWD->BWD,76828,4466116998.0
FWD->FWD,21120,88527636.0
BWD->BWD,9258,4574307.0
