motif_count,hourglass_type,signature,fanin_sig,fanout_sig,n_FF,n_FB,n_lat,n_waist,n_waist_active,n_waist_eff,n_periphery,compression,bottleneck_area,bottleneck_level,k_in,k_out,structure_str,fan_in_0_area,fan_in_0_level,fan_in_1_area,fan_in_1_level,fan_out_0_area,fan_out_0_level,fan_out_1_area,fan_out_1_level
14,pure_lateral,lat->lat,lat,lat,0,0,4,1,1,1.0,1027,1027.0,AL.IPS,3,2,2,"[IPSL3, LHL3] -> AL.IPSL3 -> [PLPL3, WED.LALL3]",IPS,3,LH,3,PLP,3,WED.LAL,3
12,pure_lateral,lat->lat,lat,lat,0,0,4,1,1,1.0,484,484.0,AL.IPS,3,2,2,"[IPSL3, PLPL3] -> AL.IPSL3 -> [IPS.LALL3, PLP.LALL3]",IPS,3,PLP,3,IPS.LAL,3,PLP.LAL,3
320,mixed,mix->mix,mix,mix,1,1,2,2,2,2.0,437,218.5,AL.LAL,5,2,2,"[SMP.CREL4, SMP.LALL5] -> AL.LALL5 -> [LALL4, LALL5]",SMP.CRE,4,SMP.LAL,5,LAL,4,LAL,5
320,mixed,mix->mix,mix,mix,1,1,2,2,2,2.0,383,191.5,AL.LAL,5,2,2,"[SMP.LALL5, VESL4] -> AL.LALL5 -> [LALL4, LALL5]",SMP.LAL,5,VES,4,LAL,4,LAL,5
256,mixed,mix->mix,mix,mix,1,1,2,2,2,1.6,1277,638.5,AL.LAL,5,2,2,"[LALL4, SMP.LALL5] -> AL.LALL5 -> [LALL5, SMPL4]",LAL,4,SMP.LAL,5,LAL,5,SMP,4
160,mixed,mix->mix,mix,mix,1,1,2,2,1,1.0,347,173.5,AL.LAL,5,2,2,"[ALL4, SMP.LALL5] -> AL.LALL5 -> [LALL4, LALL5]",AL,4,SMP.LAL,5,LAL,4,LAL,5
160,mixed,mix->mix,mix,mix,1,1,2,2,2,2.0,424,212.0,AL.LAL,5,2,2,"[AL.LHL5, SMP.CREL4] -> AL.LALL5 -> [LALL4, LALL5]",AL.LH,5,SMP.CRE,4,LAL,4,LAL,5
160,mixed,mix->mix,mix,mix,1,1,2,2,2,2.0,370,185.0,AL.LAL,5,2,2,"[AL.LHL5, VESL4] -> AL.LALL5 -> [LALL4, LALL5]",AL.LH,5,VES,4,LAL,4,LAL,5
160,mixed,mix->mix,mix,mix,1,1,2,2,1,1.0,1373,686.5,AL.LAL,5,2,2,"[GNGL4, SMP.LALL5] -> AL.LALL5 -> [LALL4, LALL5]",GNG,4,SMP.LAL,5,LAL,4,LAL,5
160,mixed,mix->mix,mix,mix,1,1,2,2,2,1.923,365,182.5,AL.LAL,5,2,2,"[LALL4, SMP.LALL5] -> AL.LALL5 -> [CRE.SIPL4, LALL5]",LAL,4,SMP.LAL,5,CRE.SIP,4,LAL,5
160,mixed,mix->mix,mix,mix,1,1,2,2,1,1.0,340,170.0,AL.LAL,5,2,2,"[LAL.VESL4, SMP.LALL5] -> AL.LALL5 -> [LALL4, LALL5]",LAL.VES,4,SMP.LAL,5,LAL,4,LAL,5
160,mixed,mix->mix,mix,mix,1,1,2,2,2,1.923,1274,637.0,AL.LAL,5,2,2,"[SMP.CREL4, SMP.LALL5] -> AL.LALL5 -> [LALL5, SMPL4]",SMP.CRE,4,SMP.LAL,5,LAL,5,SMP,4
288,mixed,mix->lat,mix,lat,1,0,3,2,2,1.8,382,191.0,AL.LAL,5,2,2,"[LALL4, SMP.LALL5] -> AL.LALL5 -> [LALL5, SMP.CREL5]",LAL,4,SMP.LAL,5,LAL,5,SMP.CRE,5
256,mixed,mix->lat,mix,lat,1,0,3,2,2,1.6,2226,1113.0,AL.LAL,5,2,2,"[LALL4, SMP.LALL5] -> AL.LALL5 -> [GNGL5, LALL5]",LAL,4,SMP.LAL,5,GNG,5,LAL,5
256,mixed,mix->lat,mix,lat,1,0,3,2,2,1.6,425,212.5,AL.LAL,5,2,2,"[LALL4, SMP.LALL5] -> AL.LALL5 -> [LALL5, VESL5]",LAL,4,SMP.LAL,5,LAL,5,VES,5
192,mixed,mix->lat,mix,lat,1,0,3,2,2,1.8,352,176.0,AL.LAL,5,2,2,"[LALL4, SMP.LALL5] -> AL.LALL5 -> [LALL5, LAL.CREL5]",LAL,4,SMP.LAL,5,LAL,5,LAL.CRE,5
192,mixed,mix->lat,mix,lat,1,0,3,2,2,2.0,379,189.5,AL.LAL,5,2,2,"[SMP.CREL4, SMP.LALL5] -> AL.LALL5 -> [LALL5, SMP.CREL5]",SMP.CRE,4,SMP.LAL,5,LAL,5,SMP.CRE,5
192,mixed,mix->lat,mix,lat,1,0,3,2,2,2.0,325,162.5,AL.LAL,5,2,2,"[SMP.LALL5, VESL4] -> AL.LALL5 -> [LALL5, SMP.CREL5]",SMP.LAL,5,VES,4,LAL,5,SMP.CRE,5
160,mixed,mix->lat,mix,lat,1,0,3,2,2,1.923,2223,1111.5,AL.LAL,5,2,2,"[SMP.CREL4, SMP.LALL5] -> AL.LALL5 -> [GNGL5, LALL5]",SMP.CRE,4,SMP.LAL,5,GNG,5,LAL,5
160,mixed,mix->lat,mix,lat,1,0,3,2,2,1.923,422,211.0,AL.LAL,5,2,2,"[SMP.CREL4, SMP.LALL5] -> AL.LALL5 -> [LALL5, VESL5]",SMP.CRE,4,SMP.LAL,5,LAL,5,VES,5
160,mixed,mix->lat,mix,lat,1,0,3,2,2,1.923,2169,1084.5,AL.LAL,5,2,2,"[SMP.LALL5, VESL4] -> AL.LALL5 -> [GNGL5, LALL5]",SMP.LAL,5,VES,4,GNG,5,LAL,5
160,mixed,mix->lat,mix,lat,1,0,3,2,2,1.923,368,184.0,AL.LAL,5,2,2,"[SMP.LALL5, VESL4] -> AL.LALL5 -> [LALL5, VESL5]",SMP.LAL,5,VES,4,LAL,5,VES,5
50,mixed,mix->FB,mix,FB,1,2,1,2,2,1.923,1160,580.0,AL.LAL,5,2,2,"[SMP.CREL4, SMP.LALL5] -> AL.LALL5 -> [LALL4, SMPL4]",SMP.CRE,4,SMP.LAL,5,LAL,4,SMP,4
50,mixed,mix->FB,mix,FB,1,2,1,2,2,1.923,1106,553.0,AL.LAL,5,2,2,"[SMP.LALL5, VESL4] -> AL.LALL5 -> [LALL4, SMPL4]",SMP.LAL,5,VES,4,LAL,4,SMP,4
40,mixed,mix->FB,mix,FB,1,2,1,2,2,1.6,248,124.0,AL.LAL,5,2,2,"[SMP.CREL4, SMP.LALL5] -> AL.LALL5 -> [CRE.SIPL4, LALL4]",SMP.CRE,4,SMP.LAL,5,CRE.SIP,4,LAL,4
40,mixed,mix->FB,mix,FB,1,2,1,2,2,1.6,194,97.0,AL.LAL,5,2,2,"[SMP.LALL5, VESL4] -> AL.LALL5 -> [CRE.SIPL4, LALL4]",SMP.LAL,5,VES,4,CRE.SIP,4,LAL,4
30,mixed,mix->FB,mix,FB,1,2,1,2,1,1.0,158,79.0,AL.LAL,5,2,2,"[ALL4, SMP.LALL5] -> AL.LALL5 -> [CRE.SIPL4, LALL4]",AL,4,SMP.LAL,5,CRE.SIP,4,LAL,4
30,mixed,mix->FB,mix,FB,1,2,1,2,1,1.0,2096,1048.0,AL.LAL,5,2,2,"[GNGL4, SMP.LALL5] -> AL.LALL5 -> [LALL4, SMPL4]",GNG,4,SMP.LAL,5,LAL,4,SMP,4
30,mixed,mix->FB,mix,FB,1,2,1,2,1,1.0,151,75.5,AL.LAL,5,2,2,"[LAL.VESL4, SMP.LALL5] -> AL.LALL5 -> [CRE.SIPL4, LALL4]",LAL.VES,4,SMP.LAL,5,CRE.SIP,4,LAL,4
25,mixed,mix->FB,mix,FB,1,2,1,2,2,1.923,1147,573.5,AL.LAL,5,2,2,"[AL.LHL5, SMP.CREL4] -> AL.LALL5 -> [LALL4, SMPL4]",AL.LH,5,SMP.CRE,4,LAL,4,SMP,4
25,mixed,mix->FB,mix,FB,1,2,1,2,2,1.923,1093,546.5,AL.LAL,5,2,2,"[AL.LHL5, VESL4] -> AL.LALL5 -> [LALL4, SMPL4]",AL.LH,5,VES,4,LAL,4,SMP,4
24,mixed,mix->FB,mix,FB,1,2,1,2,2,2.0,1088,544.0,AL.LAL,5,2,2,"[LALL4, SMP.LALL5] -> AL.LALL5 -> [CRE.SIPL4, SMPL4]",LAL,4,SMP.LAL,5,CRE.SIP,4,SMP,4
160,mixed,FF->mix,FF,mix,2,1,1,2,2,2.0,462,231.0,AL.LAL,5,2,2,"[SMP.CREL4, VESL4] -> AL.LALL5 -> [LALL4, LALL5]",SMP.CRE,4,VES,4,LAL,4,LAL,5
128,mixed,FF->mix,FF,mix,2,1,1,2,2,1.6,1356,678.0,AL.LAL,5,2,2,"[LALL4, SMP.CREL4] -> AL.LALL5 -> [LALL5, SMPL4]",LAL,4,SMP.CRE,4,LAL,5,SMP,4
128,mixed,FF->mix,FF,mix,2,1,1,2,2,1.6,1302,651.0,AL.LAL,5,2,2,"[LALL4, VESL4] -> AL.LALL5 -> [LALL5, SMPL4]",LAL,4,VES,4,LAL,5,SMP,4
96,mixed,FF->mix,FF,mix,2,1,1,2,1,1.0,2292,1146.0,AL.LAL,5,2,2,"[GNGL4, LALL4] -> AL.LALL5 -> [LALL5, SMPL4]",GNG,4,LAL,4,LAL,5,SMP,4
80,mixed,FF->mix,FF,mix,2,1,1,2,1,1.0,329,164.5,AL.LAL,5,2,2,"[ALL4, LAL.VESL4] -> AL.LALL5 -> [LALL4, LALL5]",AL,4,LAL.VES,4,LAL,4,LAL,5
80,mixed,FF->mix,FF,mix,2,1,1,2,1,1.0,426,213.0,AL.LAL,5,2,2,"[ALL4, SMP.CREL4] -> AL.LALL5 -> [LALL4, LALL5]",AL,4,SMP.CRE,4,LAL,4,LAL,5
80,mixed,FF->mix,FF,mix,2,1,1,2,1,1.0,372,186.0,AL.LAL,5,2,2,"[ALL4, VESL4] -> AL.LALL5 -> [LALL4, LALL5]",AL,4,VES,4,LAL,4,LAL,5
80,mixed,FF->mix,FF,mix,2,1,1,2,1,1.0,1452,726.0,AL.LAL,5,2,2,"[GNGL4, SMP.CREL4] -> AL.LALL5 -> [LALL4, LALL5]",GNG,4,SMP.CRE,4,LAL,4,LAL,5
80,mixed,FF->mix,FF,mix,2,1,1,2,1,1.0,1398,699.0,AL.LAL,5,2,2,"[GNGL4, VESL4] -> AL.LALL5 -> [LALL4, LALL5]",GNG,4,VES,4,LAL,4,LAL,5
80,mixed,FF->mix,FF,mix,2,1,1,2,2,1.923,444,222.0,AL.LAL,5,2,2,"[LALL4, SMP.CREL4] -> AL.LALL5 -> [CRE.SIPL4, LALL5]",LAL,4,SMP.CRE,4,CRE.SIP,4,LAL,5
144,mixed,FF->lat,FF,lat,2,0,2,2,2,1.8,461,230.5,AL.LAL,5,2,2,"[LALL4, SMP.CREL4] -> AL.LALL5 -> [LALL5, SMP.CREL5]",LAL,4,SMP.CRE,4,LAL,5,SMP.CRE,5
144,mixed,FF->lat,FF,lat,2,0,2,2,2,1.8,407,203.5,AL.LAL,5,2,2,"[LALL4, VESL4] -> AL.LALL5 -> [LALL5, SMP.CREL5]",LAL,4,VES,4,LAL,5,SMP.CRE,5
128,mixed,FF->lat,FF,lat,2,0,2,2,2,1.6,2305,1152.5,AL.LAL,5,2,2,"[LALL4, SMP.CREL4] -> AL.LALL5 -> [GNGL5, LALL5]",LAL,4,SMP.CRE,4,GNG,5,LAL,5
128,mixed,FF->lat,FF,lat,2,0,2,2,2,1.6,504,252.0,AL.LAL,5,2,2,"[LALL4, SMP.CREL4] -> AL.LALL5 -> [LALL5, VESL5]",LAL,4,SMP.CRE,4,LAL,5,VES,5
128,mixed,FF->lat,FF,lat,2,0,2,2,2,1.6,2251,1125.5,AL.LAL,5,2,2,"[LALL4, VESL4] -> AL.LALL5 -> [GNGL5, LALL5]",LAL,4,VES,4,GNG,5,LAL,5
128,mixed,FF->lat,FF,lat,2,0,2,2,2,1.6,450,225.0,AL.LAL,5,2,2,"[LALL4, VESL4] -> AL.LALL5 -> [LALL5, VESL5]",LAL,4,VES,4,LAL,5,VES,5
96,mixed,FF->lat,FF,lat,2,0,2,2,1,1.0,3241,1620.5,AL.LAL,5,2,2,"[GNGL4, LALL4] -> AL.LALL5 -> [GNGL5, LALL5]",GNG,4,LAL,4,GNG,5,LAL,5
