motif_count,hourglass_type,signature,fanin_sig,fanout_sig,n_FF,n_FB,n_lat,n_waist,n_waist_active,n_waist_eff,n_periphery,compression,bottleneck_area,bottleneck_level,k_in,k_out,structure_str,fan_in_0_area,fan_in_0_level,fan_in_1_area,fan_in_1_level,fan_out_0_area,fan_out_0_level,fan_out_1_area,fan_out_1_level
131405,mixed,FF->FB,FF,FB,2,2,0,36,3,1.387,1290,35.833,AL,3,2,2,"[AL.MB_CAL2, AL.PLPL2] -> ALL3 -> [ALL2, AL.LHL2]",AL.MB_CA,2,AL.PLP,2,AL,2,AL.LH,2
960,mixed,mix->mix,mix,mix,1,1,2,1,1,1.0,1465,1465.0,AL.AVLP,2,2,2,"[ALL2, ALL3] -> AL.AVLPL2 -> [AL.LHL2, AVLPL3]",AL,2,AL,3,AL.LH,2,AVLP,3
960,mixed,mix->mix,mix,mix,1,1,2,1,1,1.0,1258,1258.0,AL.AVLP,2,2,2,"[ALL2, ALL3] -> AL.AVLPL2 -> [AVLPL3, AVLP.SPSL2]",AL,2,AL,3,AVLP,3,AVLP.SPS,2
960,mixed,mix->FF,mix,FF,2,1,1,1,1,1.0,1278,1278.0,AL.AVLP,2,2,2,"[ALL2, ALL3] -> AL.AVLPL2 -> [AVLPL3, GNG.AVLPL3]",AL,2,AL,3,AVLP,3,GNG.AVLP,3
480,mixed,mix->mix,mix,mix,1,1,2,1,1,1.0,1261,1261.0,AL.AVLP,2,2,2,"[ALL2, ALL3] -> AL.AVLPL2 -> [AL.GNGL2, AVLPL3]",AL,2,AL,3,AL.GNG,2,AVLP,3
480,mixed,mix->lat,mix,lat,0,1,3,1,1,1.0,1155,1155.0,AL.AVLP,2,2,2,"[ALL2, ALL3] -> AL.AVLPL2 -> [AL.LHL2, AVLP.SPSL2]",AL,2,AL,3,AL.LH,2,AVLP.SPS,2
480,mixed,mix->mix,mix,mix,1,1,2,1,1,1.0,1175,1175.0,AL.AVLP,2,2,2,"[ALL2, ALL3] -> AL.AVLPL2 -> [AL.LHL2, GNG.AVLPL3]",AL,2,AL,3,AL.LH,2,GNG.AVLP,3
480,mixed,mix->mix,mix,mix,1,1,2,1,1,1.0,1285,1285.0,AL.AVLP,2,2,2,"[ALL2, ALL3] -> AL.AVLPL2 -> [AL.PLPL2, AVLPL3]",AL,2,AL,3,AL.PLP,2,AVLP,3
480,mixed,mix->mix,mix,mix,1,1,2,1,1,1.0,1407,1407.0,AL.AVLP,2,2,2,"[ALL2, ALL3] -> AL.AVLPL2 -> [AVLPL2, AVLPL3]",AL,2,AL,3,AVLP,2,AVLP,3
480,mixed,mix->FF,mix,FF,2,1,1,1,1,1.0,1259,1259.0,AL.AVLP,2,2,2,"[ALL2, ALL3] -> AL.AVLPL2 -> [AVLPL3, AVLP.AOTUL3]",AL,2,AL,3,AVLP,3,AVLP.AOTU,3
480,mixed,mix->mix,mix,mix,1,1,2,1,1,1.0,1258,1258.0,AL.AVLP,2,2,2,"[ALL2, ALL3] -> AL.AVLPL2 -> [AVLPL3, AVLP.MEL2]",AL,2,AL,3,AVLP,3,AVLP.ME,2
480,mixed,mix->mix,mix,mix,1,1,2,1,1,1.0,2065,2065.0,AL.AVLP,2,2,2,"[ALL2, ALL3] -> AL.AVLPL2 -> [AVLPL3, GNGL2]",AL,2,AL,3,AVLP,3,GNG,2
480,mixed,mix->mix,mix,mix,1,1,2,1,1,1.0,1269,1269.0,AL.AVLP,2,2,2,"[ALL2, ALL3] -> AL.AVLPL2 -> [AVLPL3, GNG.AVLPL2]",AL,2,AL,3,AVLP,3,GNG.AVLP,2
480,mixed,mix->FF,mix,FF,2,1,1,1,1,1.0,1266,1266.0,AL.AVLP,2,2,2,"[ALL2, ALL3] -> AL.AVLPL2 -> [AVLPL3, GNG.LHL3]",AL,2,AL,3,AVLP,3,GNG.LH,3
480,mixed,mix->FF,mix,FF,2,1,1,1,1,1.0,1298,1298.0,AL.AVLP,2,2,2,"[ALL2, ALL3] -> AL.AVLPL2 -> [AVLPL3, LO.AVLPL3]",AL,2,AL,3,AVLP,3,LO.AVLP,3
480,mixed,mix->mix,mix,mix,1,1,2,1,1,1.0,1260,1260.0,AL.AVLP,2,2,2,"[ALL2, ALL3] -> AL.AVLPL2 -> [AVLPL3, PLP.PVLPL2]",AL,2,AL,3,AVLP,3,PLP.PVLP,2
480,mixed,mix->FF,mix,FF,2,1,1,1,1,1.0,1257,1257.0,AL.AVLP,2,2,2,"[ALL2, ALL3] -> AL.AVLPL2 -> [AVLPL3, VES.AVLPL3]",AL,2,AL,3,AVLP,3,VES.AVLP,3
480,mixed,mix->mix,mix,mix,1,1,2,1,1,1.0,968,968.0,AL.AVLP,2,2,2,"[ALL2, ALL3] -> AL.AVLPL2 -> [AVLP.SPSL2, GNG.AVLPL3]",AL,2,AL,3,AVLP.SPS,2,GNG.AVLP,3
480,mixed,lat->mix,lat,mix,1,0,3,1,1,1.0,1573,1573.0,AL.AVLP,2,2,2,"[ALL2, AL.MB_CAL2] -> AL.AVLPL2 -> [AL.LHL2, AVLPL3]",AL,2,AL.MB_CA,2,AL.LH,2,AVLP,3
480,mixed,lat->mix,lat,mix,1,0,3,1,1,1.0,1366,1366.0,AL.AVLP,2,2,2,"[ALL2, AL.MB_CAL2] -> AL.AVLPL2 -> [AVLPL3, AVLP.SPSL2]",AL,2,AL.MB_CA,2,AVLP,3,AVLP.SPS,2
480,mixed,lat->FF,lat,FF,2,0,2,1,1,1.0,1386,1386.0,AL.AVLP,2,2,2,"[ALL2, AL.MB_CAL2] -> AL.AVLPL2 -> [AVLPL3, GNG.AVLPL3]",AL,2,AL.MB_CA,2,AVLP,3,GNG.AVLP,3
1680,mixed,lat->mix,lat,mix,1,0,3,5,1,1.0,2804,560.8,AL.GNG,2,2,2,"[ALL2, GNGL2] -> AL.GNGL2 -> [GNGL3, PRWL2]",AL,2,GNG,2,GNG,3,PRW,2
1008,mixed,lat->mix,lat,mix,1,0,3,5,1,1.0,2204,440.8,AL.GNG,2,2,2,"[ALL2, AL.LHL2] -> AL.GNGL2 -> [GNGL3, PRWL2]",AL,2,AL.LH,2,GNG,3,PRW,2
840,mixed,lat->FF,lat,FF,2,0,2,5,1,1.0,2701,540.2,AL.GNG,2,2,2,"[ALL2, GNGL2] -> AL.GNGL2 -> [GNGL3, PRWL3]",AL,2,GNG,2,GNG,3,PRW,3
720,mixed,lat->mix,lat,mix,1,0,3,5,1,1.0,2054,410.8,AL.GNG,2,2,2,"[ALL2, GNGL2] -> AL.GNGL2 -> [PRWL2, PRWL3]",AL,2,GNG,2,PRW,2,PRW,3
672,mixed,mix->mix,mix,mix,1,1,2,5,1,1.0,2031,406.2,AL.GNG,2,2,2,"[ALL2, ALL3] -> AL.GNGL2 -> [GNGL3, PRWL2]",AL,2,AL,3,GNG,3,PRW,2
672,mixed,lat->mix,lat,mix,1,0,3,5,1,1.0,2793,558.6,AL.GNG,2,2,2,"[ALL2, AL.LHL2] -> AL.GNGL2 -> [GNGL2, GNGL3]",AL,2,AL.LH,2,GNG,2,GNG,3
630,mixed,lat->mix,lat,mix,1,0,3,5,1,1.0,2105,421.0,AL.GNG,2,2,2,"[AL.LHL2, GNGL2] -> AL.GNGL2 -> [GNGL3, PRWL2]",AL.LH,2,GNG,2,GNG,3,PRW,2
576,pure_lateral,lat->lat,lat,lat,0,0,4,5,1,1.0,2146,429.2,AL.GNG,2,2,2,"[ALL2, AL.LHL2] -> AL.GNGL2 -> [GNGL2, PRWL2]",AL,2,AL.LH,2,GNG,2,PRW,2
504,mixed,lat->FF,lat,FF,2,0,2,5,1,1.0,2101,420.2,AL.GNG,2,2,2,"[ALL2, AL.LHL2] -> AL.GNGL2 -> [GNGL3, PRWL3]",AL,2,AL.LH,2,GNG,3,PRW,3
448,mixed,mix->mix,mix,mix,1,1,2,5,1,1.0,2620,524.0,AL.GNG,2,2,2,"[ALL2, ALL3] -> AL.GNGL2 -> [GNGL2, GNGL3]",AL,2,AL,3,GNG,2,GNG,3
432,mixed,lat->mix,lat,mix,1,0,3,5,1,1.0,1454,290.8,AL.GNG,2,2,2,"[ALL2, AL.LHL2] -> AL.GNGL2 -> [PRWL2, PRWL3]",AL,2,AL.LH,2,PRW,2,PRW,3
420,mixed,mix->mix,mix,mix,1,1,2,5,1,1.0,1932,386.4,AL.GNG,2,2,2,"[ALL3, GNGL2] -> AL.GNGL2 -> [GNGL3, PRWL2]",AL,3,GNG,2,GNG,3,PRW,2
384,mixed,mix->lat,mix,lat,0,1,3,5,1,1.0,1973,394.6,AL.GNG,2,2,2,"[ALL2, ALL3] -> AL.GNGL2 -> [GNGL2, PRWL2]",AL,2,AL,3,GNG,2,PRW,2
336,mixed,mix->FF,mix,FF,2,1,1,5,1,1.0,1928,385.6,AL.GNG,2,2,2,"[ALL2, ALL3] -> AL.GNGL2 -> [GNGL3, PRWL3]",AL,2,AL,3,GNG,3,PRW,3
336,mixed,mix->mix,mix,mix,1,1,2,5,1,1.0,2069,413.8,AL.GNG,2,2,2,"[ALL2, AL.LHL3] -> AL.GNGL2 -> [GNGL3, PRWL2]",AL,2,AL.LH,3,GNG,3,PRW,2
336,mixed,lat->mix,lat,mix,1,0,3,5,1,1.0,2139,427.8,AL.GNG,2,2,2,"[ALL2, AL.MB_CAL2] -> AL.GNGL2 -> [GNGL3, PRWL2]",AL,2,AL.MB_CA,2,GNG,3,PRW,2
336,mixed,lat->mix,lat,mix,1,0,3,5,1,1.0,2000,400.0,AL.GNG,2,2,2,"[ALL2, LH.ALL2] -> AL.GNGL2 -> [GNGL3, PRWL2]",AL,2,LH.AL,2,GNG,3,PRW,2
336,mixed,mix->mix,mix,mix,1,1,2,5,1,1.0,2112,422.4,AL.GNG,2,2,2,"[ALL2, PRWL3] -> AL.GNGL2 -> [GNGL3, PRWL2]",AL,2,PRW,3,GNG,3,PRW,2
336,mixed,mix->mix,mix,mix,1,1,2,5,1,1.0,1998,399.6,AL.GNG,2,2,2,"[ALL2, SCL.LHL3] -> AL.GNGL2 -> [GNGL3, PRWL2]",AL,2,SCL.LH,3,GNG,3,PRW,2
315,mixed,lat->FF,lat,FF,2,0,2,5,1,1.0,2002,400.4,AL.GNG,2,2,2,"[AL.LHL2, GNGL2] -> AL.GNGL2 -> [GNGL3, PRWL3]",AL.LH,2,GNG,2,GNG,3,PRW,3
765,mixed,lat->mix,lat,mix,1,0,3,3,1,1.0,1424,474.667,AL.IPS,2,2,2,"[ALL2, AL.WEDL2] -> AL.IPSL2 -> [IPSL2, PLPL3]",AL,2,AL.WED,2,IPS,2,PLP,3
765,mixed,lat->FF,lat,FF,2,0,2,3,1,1.0,1209,403.0,AL.IPS,2,2,2,"[ALL2, AL.WEDL2] -> AL.IPSL2 -> [PLPL3, WEDL3]",AL,2,AL.WED,2,PLP,3,WED,3
594,mixed,mix->FF,mix,FF,2,1,1,3,2,1.321,1237,412.333,AL.IPS,2,2,2,"[ALL2, ALL3] -> AL.IPSL2 -> [PLPL3, WEDL3]",AL,2,AL,3,PLP,3,WED,3
594,mixed,lat->FF,lat,FF,2,0,2,3,2,1.321,1315,438.333,AL.IPS,2,2,2,"[ALL2, PLPL2] -> AL.IPSL2 -> [PLPL3, WEDL3]",AL,2,PLP,2,PLP,3,WED,3
510,mixed,mix->mix,mix,mix,1,1,2,3,1,1.0,1452,484.0,AL.IPS,2,2,2,"[ALL2, ALL3] -> AL.IPSL2 -> [IPSL2, PLPL3]",AL,2,AL,3,IPS,2,PLP,3
510,mixed,lat->mix,lat,mix,1,0,3,3,1,1.0,1189,396.333,AL.IPS,2,2,2,"[ALL2, AL.WEDL2] -> AL.IPSL2 -> [IPS.PLPL2, PLPL3]",AL,2,AL.WED,2,IPS.PLP,2,PLP,3
510,mixed,lat->FF,lat,FF,2,0,2,3,1,1.0,1175,391.667,AL.IPS,2,2,2,"[ALL2, AL.WEDL2] -> AL.IPSL2 -> [IPS.WEDL3, PLPL3]",AL,2,AL.WED,2,IPS.WED,3,PLP,3
510,mixed,lat->FF,lat,FF,2,0,2,3,1,1.0,1742,580.667,AL.IPS,2,2,2,"[ALL2, AL.WEDL2] -> AL.IPSL2 -> [LHL3, PLPL3]",AL,2,AL.WED,2,LH,3,PLP,3
510,mixed,lat->mix,lat,mix,1,0,3,3,1,1.0,1272,424.0,AL.IPS,2,2,2,"[ALL2, AL.WEDL2] -> AL.IPSL2 -> [PLPL2, PLPL3]",AL,2,AL.WED,2,PLP,2,PLP,3
510,mixed,lat->mix,lat,mix,1,0,3,3,1,1.0,1530,510.0,AL.IPS,2,2,2,"[ALL2, PLPL2] -> AL.IPSL2 -> [IPSL2, PLPL3]",AL,2,PLP,2,IPS,2,PLP,3
466,mixed,mix->FF,mix,FF,2,1,1,3,2,1.652,1770,590.0,AL.IPS,2,2,2,"[ALL2, ALL3] -> AL.IPSL2 -> [LHL3, PLPL3]",AL,2,AL,3,LH,3,PLP,3
466,mixed,lat->FF,lat,FF,2,0,2,3,2,1.652,1848,616.0,AL.IPS,2,2,2,"[ALL2, PLPL2] -> AL.IPSL2 -> [LHL3, PLPL3]",AL,2,PLP,2,LH,3,PLP,3
459,mixed,lat->mix,lat,mix,1,0,3,3,1,1.0,1233,411.0,AL.IPS,2,2,2,"[ALL2, AL.WEDL2] -> AL.IPSL2 -> [IPSL2, WEDL3]",AL,2,AL.WED,2,IPS,2,WED,3
424,mixed,mix->mix,mix,mix,1,1,2,3,2,1.466,1300,433.333,AL.IPS,2,2,2,"[ALL2, ALL3] -> AL.IPSL2 -> [PLPL2, PLPL3]",AL,2,AL,3,PLP,2,PLP,3
382,mixed,mix->mix,mix,mix,1,1,2,3,2,1.243,1217,405.667,AL.IPS,2,2,2,"[ALL2, ALL3] -> AL.IPSL2 -> [IPS.PLPL2, PLPL3]",AL,2,AL,3,IPS.PLP,2,PLP,3
382,mixed,lat->mix,lat,mix,1,0,3,3,2,1.243,1295,431.667,AL.IPS,2,2,2,"[ALL2, PLPL2] -> AL.IPSL2 -> [IPS.PLPL2, PLPL3]",AL,2,PLP,2,IPS.PLP,2,PLP,3
340,mixed,mix->FF,mix,FF,2,1,1,3,1,1.0,1203,401.0,AL.IPS,2,2,2,"[ALL2, ALL3] -> AL.IPSL2 -> [IPS.WEDL3, PLPL3]",AL,2,AL,3,IPS.WED,3,PLP,3
340,mixed,lat->FF,lat,FF,2,0,2,3,1,1.0,1281,427.0,AL.IPS,2,2,2,"[ALL2, PLPL2] -> AL.IPSL2 -> [IPS.WEDL3, PLPL3]",AL,2,PLP,2,IPS.WED,3,PLP,3
339,mixed,mix->FF,mix,FF,2,1,1,3,2,1.594,1392,464.0,AL.IPS,2,2,2,"[ALL2, IPSL3] -> AL.IPSL2 -> [PLPL3, WEDL3]",AL,2,IPS,3,PLP,3,WED,3
306,mixed,mix->mix,mix,mix,1,1,2,3,1,1.0,1261,420.333,AL.IPS,2,2,2,"[ALL2, ALL3] -> AL.IPSL2 -> [IPSL2, WEDL3]",AL,2,AL,3,IPS,2,WED,3
720,mixed,mix->FF,mix,FF,3,0,1,1,1,1.0,1541,1541.0,AL.IPS,3,2,2,"[ALL2, PLPL3] -> AL.IPSL3 -> [IPSL4, PLPL4]",AL,2,PLP,3,IPS,4,PLP,4
432,mixed,mix->mix,mix,mix,2,1,1,1,1,1.0,1321,1321.0,AL.IPS,3,2,2,"[ALL2, PLPL3] -> AL.IPSL3 -> [AL.WEDL2, IPSL4]",AL,2,PLP,3,AL.WED,2,IPS,4
432,mixed,mix->FF,mix,FF,3,0,1,1,1,1.0,1316,1316.0,AL.IPS,3,2,2,"[ALL2, PLPL3] -> AL.IPSL3 -> [IPSL4, IPS.AOTUL4]",AL,2,PLP,3,IPS,4,IPS.AOTU,4
432,mixed,mix->mix,mix,mix,2,0,2,1,1,1.0,1344,1344.0,AL.IPS,3,2,2,"[ALL2, PLPL3] -> AL.IPSL3 -> [IPSL4, PLP.LALL3]",AL,2,PLP,3,IPS,4,PLP.LAL,3
432,mixed,mix->FF,mix,FF,3,0,1,1,1,1.0,1320,1320.0,AL.IPS,3,2,2,"[ALL2, PLPL3] -> AL.IPSL3 -> [IPSL4, WED.AOTUL4]",AL,2,PLP,3,IPS,4,WED.AOTU,4
432,mixed,mix->FF,mix,FF,3,0,1,1,1,1.0,1343,1343.0,AL.IPS,3,2,2,"[ALL2, PLPL3] -> AL.IPSL3 -> [IPSL4, WED.AVLPL4]",AL,2,PLP,3,IPS,4,WED.AVLP,4
360,mixed,mix->mix,mix,mix,2,1,1,1,1,1.0,1386,1386.0,AL.IPS,3,2,2,"[ALL2, PLPL3] -> AL.IPSL3 -> [AL.WEDL2, PLPL4]",AL,2,PLP,3,AL.WED,2,PLP,4
360,mixed,mix->FF,mix,FF,3,0,1,1,1,1.0,1381,1381.0,AL.IPS,3,2,2,"[ALL2, PLPL3] -> AL.IPSL3 -> [IPS.AOTUL4, PLPL4]",AL,2,PLP,3,IPS.AOTU,4,PLP,4
360,mixed,mix->mix,mix,mix,2,0,2,1,1,1.0,1409,1409.0,AL.IPS,3,2,2,"[ALL2, PLPL3] -> AL.IPSL3 -> [PLPL4, PLP.LALL3]",AL,2,PLP,3,PLP,4,PLP.LAL,3
360,mixed,mix->FF,mix,FF,3,0,1,1,1,1.0,1385,1385.0,AL.IPS,3,2,2,"[ALL2, PLPL3] -> AL.IPSL3 -> [PLPL4, WED.AOTUL4]",AL,2,PLP,3,PLP,4,WED.AOTU,4
360,mixed,mix->FF,mix,FF,3,0,1,1,1,1.0,1408,1408.0,AL.IPS,3,2,2,"[ALL2, PLPL3] -> AL.IPSL3 -> [PLPL4, WED.AVLPL4]",AL,2,PLP,3,PLP,4,WED.AVLP,4
