waist,n_pattern,massa,massa_max
SIP.IBL3,968,16481.0,84.0
VES.LALL4,715,16000.0,84.0
NOL2,243,15946.0,574.0
PLP.SCLL2,652,15865.0,360.0
AMMC.GNGL3,410,15780.0,418.0
PLP.WEDL2,893,15294.0,72.0
SIP.SMPL2,937,15264.0,48.0
AMMC.WEDL4,540,14605.0,234.0
SCL.IBL4,1031,14206.0,36.0
GNG.FLAL4,363,13861.0,392.0
LAL.WEDL3,845,13666.0,45.0
LAL.PLPL4,906,13594.0,68.0
AVLP.ICLL2,601,13500.0,180.0
SCL.SPSL4,961,12889.0,36.0
CRE.LALL4,568,12664.0,248.0
CRE.LHL4,661,12638.0,72.0
VESL2,756,12594.0,74.0
SPS.VESL4,796,12586.0,72.0
AVLP.SCLL2,544,12348.0,192.0
AVLP.SCLL3,712,12344.0,128.0
SPS.AOTUL3,426,12035.0,372.0
PVLP.SPSL2,678,11777.0,100.0
SIPL2,766,11625.0,90.0
ME.IPSL3,353,11478.0,252.0
LH.PVLPL4,627,11450.0,280.0
SIP.MB_VLL4,549,11161.0,72.0
LO.LALL2,465,11000.0,144.0
IB.SMPL3,711,10924.0,48.0
PLP.AOTUL4,451,10569.0,240.0
FB.LALL2,54,10341.0,2415.0
IB.SPSL4,671,10150.0,48.0
AOTU.SPSL4,525,10080.0,32.0
SIP.IBL4,615,9922.0,48.0
LH.ALL4,453,9876.0,84.0
LAL.VESL3,635,9825.0,88.0
SCL.SLPL3,434,9528.0,88.0
SCL.AVLPL3,532,9499.0,64.0
SLP.SIPL2,466,9325.0,72.0
SCL.SMPL2,441,9201.0,168.0
AOTU.LALL4,164,9104.0,744.0
AOTU.SIPL4,131,8843.0,531.0
WED.LALL4,576,8806.0,40.0
ME.ICLL2,32,8643.0,2430.0
AVLP.GORL4,482,8367.0,108.0
EB.FBL4,237,8311.0,296.0
SMP.FBL4,236,8189.0,468.0
NO.FBL4,166,8009.0,240.0
FLAL4,424,8005.0,447.0
IPS.LOPL4,235,7998.0,135.0
SCL.PLPL4,220,7796.0,240.0
PVLP.PLPL4,271,7625.0,220.0
SPS.OCGL2,408,7622.0,80.0
LOP.SPSL3,498,7441.0,42.0
OCG.IPSL2,338,7325.0,196.0
GNG.LALL4,233,7236.0,81.0
OCG.SPSL3,405,7180.0,48.0
PVLP.SCLL4,477,7117.0,90.0
PLP.LHL2,384,7050.0,90.0
MB_CA.CREL3,156,6793.0,467.0
GNG.AMMCL3,384,6792.0,111.0
SMP.VESL3,520,6780.0,48.0
FLA.CREL4,352,6615.0,72.0
ICL.SLPL4,261,6580.0,126.0
GNG.FLAL3,302,6474.0,108.0
PVLP.SLPL3,564,6460.0,40.0
WED.SADL4,299,6339.0,120.0
ME.SLPL2,121,6328.0,632.0
VES.SPSL3,441,6244.0,64.0
WED.AMMCL2,223,6159.0,192.0
WED.LALL2,352,6068.0,92.0
PRW.SLPL3,183,6034.0,264.0
LH.LALL3,271,6016.0,90.0
SAD.PLPL3,379,6014.0,80.0
GNG.ALL2,199,6002.0,176.0
PRW.FLAL3,143,5996.0,210.0
SLP.MB_PEDL4,307,5773.0,90.0
LAL.VESL2,360,5688.0,48.0
IPS.PBL3,191,5613.0,234.0
GNG.SCLL2,225,5600.0,64.0
ME.LOPL4,114,5390.0,480.0
SLP.FLAL3,191,5338.0,252.0
SIP.CREL3,422,5244.0,24.0
SAD.GNGL4,266,5006.0,76.0
IPS.LHL3,297,5004.0,48.0
FLA.PRWL2,216,4994.0,143.0
CRE.FBL4,145,4909.0,150.0
PRW.SMPL2,185,4862.0,155.0
PLP.WEDL4,223,4804.0,96.0
SMP.ATLL2,253,4728.0,48.0
MB_PED.MB_MLL2,312,4703.0,40.0
MB_CA.MB_PEDL2,139,4528.0,275.0
SIP.ICLL4,280,4504.0,54.0
AL.SLPL2,137,4482.0,180.0
PLP.AMMCL3,181,4458.0,112.0
LO.IBL3,322,4389.0,33.0
ME.GNGL2,168,4377.0,180.0
AVLP.SPSL2,248,4374.0,80.0
IPS.GNGL4,253,4304.0,36.0
SIP.MB_MLL2,132,4245.0,216.0
PLP.ATLL2,333,4228.0,40.0
LH.SCLL4,268,4173.0,37.0
WED.ICLL3,201,4060.0,96.0
PVLP.PLPL3,261,4048.0,72.0
LAL.WEDL4,249,3951.0,54.0
AMMC.SPSL2,188,3939.0,66.0
SMP.ATLL4,221,3938.0,78.0
SAD.AVLPL2,202,3739.0,75.0
PLP.MB_CAL2,191,3720.0,96.0
SMP.MB_MLL3,121,3618.0,160.0
GOR.GNGL4,164,3616.0,96.0
LO.CREL4,138,3500.0,192.0
ME.SMPL3,189,3492.0,72.0
MB_MLL2,125,3484.0,360.0
SPS.SIPL3,261,3420.0,24.0
SPS.VESL2,239,3350.0,40.0
WED.ICLL4,184,3343.0,48.0
SMP.AOTUL4,140,3286.0,112.0
LA.MEL2,38,3277.0,620.0
IPS.SADL4,247,3262.0,48.0
ATL.SMPL3,279,3154.0,40.0
VES.FLAL4,224,3120.0,24.0
PB.FBL3,126,3090.0,108.0
NOL3,90,3061.0,243.0
FLA.GNGL4,159,3048.0,64.0
SMP.FLAL4,150,3046.0,120.0
SLP.MB_MLL3,165,3023.0,73.0
SIP.SCLL3,221,3022.0,18.0
SLP.PRWL2,140,2988.0,76.0
SMP.SIPL2,154,2982.0,65.0
SMP.GNGL3,231,2918.0,40.0
GNG.IPSL4,182,2858.0,36.0
AME.MEL2,113,2851.0,139.0
LAL.SPSL4,204,2788.0,24.0
PRW.FLAL4,85,2724.0,122.0
VES.WEDL2,158,2598.0,54.0
MB_CA.SLPL2,75,2588.0,160.0
SCL.MB_MLL3,160,2525.0,56.0
SIP.AOTUL3,174,2502.0,40.0
IB.LALL2,91,2366.0,144.0
LAL.WEDL2,172,2328.0,36.0
VES.IBL3,203,2315.0,22.0
LO.VESL4,112,2304.0,64.0
SMP.FBL3,119,2272.0,78.0
NO.IPSL2,114,2203.0,60.0
IPS.AVLPL4,122,2149.0,60.0
WED.VESL3,133,2040.0,36.0
LAL.FLAL2,125,1855.0,21.0
GNG.PRWL4,77,1852.0,130.0
PLP.GNGL4,97,1828.0,76.0
SMP.SADL4,116,1828.0,60.0
IB.VESL2,166,1820.0,20.0
IPS.PBL2,66,1771.0,120.0
PVLP.VESL4,74,1737.0,81.0
LH.MB_CAL2,125,1616.0,40.0
SPS.ICLL2,109,1615.0,40.0
CRE.IBL4,106,1599.0,30.0
AOTU.CREL4,110,1476.0,32.0
WED.IBL3,102,1448.0,24.0
SLP.PLPL3,112,1440.0,18.0
AVLP.VESL4,68,1396.0,56.0
NOL4,27,1356.0,248.0
ICL.IBL2,94,1288.0,36.0
PLP.AOTUL3,96,1262.0,32.0
IB.CREL2,81,1244.0,48.0
MB_CA.CREL2,31,1234.0,185.0
ICL.SCLL4,59,1171.0,42.0
LH.SIPL2,46,1166.0,77.0
PRW.SIPL3,61,1164.0,48.0
SLP.MB_PEDL3,103,1147.0,20.0
AVLP.IBL4,66,1120.0,48.0
LH.PLPL2,79,1079.0,30.0
AL.MB_CAL3,46,1072.0,80.0
ICL.SPSL3,82,1068.0,24.0
SCL.LHL3,53,1056.0,56.0
LH.GNGL4,72,1008.0,18.0
SIP.SLPL3,78,998.0,19.0
MB_CA.SLPL3,45,992.0,64.0
AME.SCLL3,65,970.0,24.0
ICL.GNGL2,58,950.0,38.0
LH.PVLPL3,78,861.0,22.0
ME.PVLPL2,22,846.0,110.0
SPS.SCLL4,40,832.0,32.0
IPS.CREL2,52,792.0,36.0
SCL.MB_MLL2,48,780.0,39.0
PB.FBL2,31,754.0,88.0
NO.FBL2,38,750.0,80.0
ME.AMEL3,34,745.0,58.0
AVLP.SPSL4,36,711.0,56.0
PLP.CREL3,50,708.0,44.0
SIP.GNGL4,51,685.0,30.0
SLP.FBL4,29,673.0,66.0
WED.AOTUL4,44,660.0,16.0
ICL.PLPL4,39,657.0,36.0
VES.LALL3,41,656.0,16.0
GNG.GORL4,37,636.0,58.0
MB_CA.SIPL3,36,614.0,32.0
PLP.AOTUL2,35,608.0,32.0
PLP.SIPL4,37,580.0,24.0
ME.AMEL2,10,579.0,158.0
PLP.SADL4,30,555.0,27.0
NO.IPSL3,35,546.0,36.0
SMP.ICLL2,32,542.0,55.0
SAD.LALL2,35,507.0,31.0
FB.CREL4,15,503.0,67.0
VES.SPSL2,46,500.0,20.0
WED.CREL3,35,448.0,24.0
VES.GNGL4,33,446.0,24.0
SLP.MB_MLL2,24,427.0,31.0
LO.LHL4,24,396.0,36.0
ICLL2,33,396.0,12.0
LAL.SPSL2,25,395.0,35.0
MB_CA.SMPL2,21,384.0,32.0
WED.SCLL3,23,384.0,32.0
SPS.PLPL4,35,378.0,12.0
ICL.AVLPL4,29,360.0,24.0
SPS.SMPL3,30,340.0,20.0
CRE.LALL3,21,336.0,16.0
AOTU.SMPL4,21,336.0,16.0
GNG.PVLPL2,22,336.0,24.0
IBL4,23,332.0,24.0
ICL.PLPL3,24,288.0,12.0
CRE.IBL3,24,288.0,12.0
SMP.SPSL2,24,288.0,12.0
SLP.FBL3,12,287.0,42.0
ATL.SMPL2,20,287.0,32.0
LAL.FBL4,16,270.0,36.0
IB.PVLPL4,21,264.0,24.0
MB_CA.SLPL4,20,250.0,20.0
VES.IBL4,15,240.0,16.0
GORL4,17,236.0,24.0
LO.LHL3,17,232.0,24.0
IPS.AOTUL4,18,228.0,24.0
GNG.FLAL2,14,218.0,16.0
PLP.PVLPL2,8,216.0,54.0
LO.AOTUL2,13,208.0,24.0
GNG.LOL4,17,207.0,16.0
IPS.ATLL3,12,196.0,32.0
LAL.SMPL2,15,195.0,18.0
SAD.ATLL3,15,180.0,12.0
SMP.MB_PEDL4,14,168.0,12.0
SIP.ICLL3,9,144.0,16.0
GNG.WEDL3,12,144.0,12.0
OCG.SPSL2,7,144.0,48.0
FLA.SLPL4,9,144.0,16.0
PLP.ATLL4,8,138.0,32.0
MB_CA.SMPL3,11,138.0,20.0
SCL.GNGL3,11,130.0,12.0
IPS.VESL4,8,128.0,16.0
SPS.LOPL3,3,126.0,42.0
ICL.IBL3,12,120.0,10.0
AVLP.EPAL4,10,114.0,16.0
LAL.IBL4,6,108.0,18.0
LAL2,4,107.0,43.0
IPS.OCGL2,6,98.0,21.0
ME.AOTUL4,7,96.0,18.0
PLP.LOL3,6,96.0,16.0
OCG.SPSL4,3,96.0,32.0
FLA.VESL4,5,90.0,18.0
SCL.SPSL2,7,84.0,12.0
ICL.LALL4,6,84.0,14.0
PVLP.SLPL2,3,81.0,35.0
ICL.LALL3,8,80.0,10.0
AME.SLPL3,5,80.0,16.0
LH.LALL4,3,75.0,45.0
LAL.AVLPL2,6,72.0,12.0
AVLP.SADL2,4,72.0,18.0
SLP.MB_CAL3,6,72.0,12.0
SPS.PVLPL4,6,72.0,12.0
ME.SPSL4,3,70.0,28.0
SMP.VESL4,5,66.0,18.0
AVLP.SIPL2,6,66.0,12.0
IPS.LOL2,5,66.0,18.0
MB_CA.MB_MLL4,4,66.0,21.0
GNG.AMMCL4,5,60.0,12.0
ICL.SIPL4,5,60.0,12.0
WED.LOPL2,2,54.0,36.0
AME.MB_CAL2,3,48.0,16.0
SAD.SMPL3,3,48.0,16.0
SCL.AVLPL4,3,48.0,16.0
AVLP.AMMCL2,3,40.0,15.0
LAL3,2,40.0,20.0
PVLP.MB_CAL3,2,36.0,18.0
PRW.GNGL4,1,36.0,36.0
AMEL4,2,36.0,18.0
PVLP.SMPL2,2,36.0,18.0
WED.ICLL2,3,36.0,12.0
LH.ATLL3,3,34.0,12.0
FB.SMPL4,2,33.0,18.0
SIP.LALL3,2,24.0,12.0
SLP.ALL2,2,24.0,12.0
IPS.OCGL3,2,20.0,10.0
AOTU.CREL3,1,20.0,20.0
PVLP.MB_CAL2,1,16.0,16.0
PLP.MB_PEDL3,1,15.0,15.0
LAL.AOTUL4,1,12.0,12.0
AMMC.GNGL4,1,12.0,12.0
CRE.MB_MLL2,1,10.0,10.0
