signature,n_pattern,massa
mix->mix,13520,12749612996.0
mix->FWD,2637,512157215.0
BWD->mix,2440,1595118337.0
mix->BWD,1928,78665482.0
LAT->mix,1896,1785157450.0
FWD->mix,1856,351173086.0
mix->LAT,1637,166460856.0
LAT->BWD,518,11307102.0
LAT->FWD,518,184889880.0
FWD->LAT,456,39052160.0
BWD->LAT,408,49209491.0
BWD->FWD,354,35704637.0
FWD->FWD,274,10349971.0
BWD->BWD,268,7194111.0
FWD->BWD,268,1104133.0
LAT->LAT,113,7899485.0
